Date,Realized Variance (5-min)
2010-01-04,17.10561488245509
2010-01-05,17.37409135106855
2010-01-06,17.547455868964082
2010-01-07,15.362665268706104
2010-01-08,20.881987872644952
2010-01-11,15.824657851910603
2010-01-12,23.03799070951761
2010-01-13,21.645381893939202
2010-01-14,18.982924819177114
2010-01-15,14.961097452895272
2010-01-18,9.897398775253938
2010-01-19,15.614067709202642
2010-01-20,18.054414530794364
2010-01-21,25.856095276619445
2010-01-22,19.57303371742777
2010-01-25,16.668141408305292
2010-01-26,18.560308537310917
2010-01-27,21.7238646794171
2010-01-28,21.87336254840333
2010-01-29,21.238744782818557
2010-02-01,19.53150049910927
2010-02-02,18.973112316396314
2010-02-03,17.299245769117093
2010-02-04,35.89114458352257
2010-02-05,31.337488972815496
2010-02-08,18.388714285901546
2010-02-09,18.918172133413524
2010-02-10,22.73576914346341
2010-02-11,22.18832162943762
2010-02-12,18.028479042580305
2010-02-15,13.764668353524772
2010-02-16,15.220851716407987
2010-02-17,22.0536450886414
2010-02-18,27.213729473686378
2010-02-24,21.595658383036625
2010-02-25,21.269600971665263
2010-02-26,14.95568132480312
2010-03-01,17.734706032995483
2010-03-02,16.26188938560123
2010-03-03,14.828084887548625
2010-03-04,15.175522793150463
2010-03-05,13.942791326334008
2010-03-08,13.820522507361979
2010-03-09,14.793910090059587
2010-03-10,20.171849663309064
2010-03-11,17.794668500112987
2010-03-12,15.835956393383285
2010-03-15,12.370322265986859
2010-03-16,14.877272604314445
2010-03-17,15.507892980631635
2010-03-18,14.578923604161387
2010-03-19,17.84545442034386
2010-03-22,15.981578778045177
2010-03-23,16.71121448311725
2010-03-24,15.118664170731083
2010-03-25,15.399516820501095
2010-03-26,16.055802337948403
2010-03-29,12.076896288690733
2010-03-30,11.469317753215712
2010-03-31,12.759235655802694
2010-04-01,12.935796842743674
2010-04-05,12.016133738640958
2010-04-06,13.479636510768781
2010-04-07,15.545767640274388
2010-04-08,10.364428892249125
2010-04-09,8.464194820392512
2010-04-12,11.676774634433148
2010-04-13,12.323769189203222
2010-04-14,11.280158236383302
2010-04-15,8.981491640309462
2010-04-16,18.092766813920665
2010-04-19,10.594655195061538
2010-04-27,17.184645597613642
2010-04-28,16.11303572402291
2010-04-29,12.444030938307353
2010-04-30,10.69925698052506
2010-05-03,10.18308713131507
2010-05-04,20.67174045491726
2010-05-05,20.12973445483337
2010-05-06,29.512637806543147
2010-05-07,22.774286268340326
2010-05-10,19.948861398475014
2010-05-11,19.115609082385625
2010-05-12,21.835605261572113
2010-05-13,16.269322537646527
2010-05-14,23.517734570049004
2010-05-17,22.005007861831153
2010-05-18,23.807291628182693
2010-05-19,24.27111692445842
2010-05-20,33.97941032517402
2010-05-21,25.48257923640844
2010-05-24,15.452697550501252
2010-05-25,20.63221025118896
2010-05-26,13.193300587605966
2010-05-27,14.522775774271038
2010-05-28,14.78766123952085
2010-05-31,9.104510206147731
2010-06-01,13.472274431905257
2010-06-02,12.268008614114855
2010-06-03,15.683007536434019
2010-06-04,21.349947389141303
2010-06-07,18.416522007650084
2010-06-08,19.75137933414653
2010-06-09,17.166935796941896
2010-06-10,16.84485110528535
2010-06-11,12.370461148695414
2010-06-14,14.86090156374766
2010-06-15,13.102954394323717
2010-06-16,13.65734587576622
2010-06-17,14.069657173427066
